,seed,n_doc,k,mean_max_envies,better_off,worse_off,max_dual_1,max_dual_2
0,0,50,1,0.017730801095845256,44.0,46.0,0.0,6233.297866137908
1,0,50,3,0.03249364245123605,44.0,46.0,7.226894768325676e-14,3400.1111190474785
2,0,50,5,0.041029894591276254,44.0,46.0,6.317334691925963e-14,2729.920578589902
3,0,50,10,0.05259615031648191,44.0,46.0,4.502948030841271e-14,2128.180206514498
4,0,50,15,0.06230042951944711,44.0,46.0,0.7945802800214717,1878.5051813471332
5,0,50,20,0.06721747389381283,44.0,46.0,8.433863196184594,1731.3128164653772
6,0,60,1,0.01577539651575757,46.666666666666664,41.66666666666667,4.1468988466391066e-13,7605.6514610858185
7,0,60,3,0.0286272048104521,46.666666666666664,41.66666666666667,2.148029329820711e-13,4148.611963838006
8,0,60,5,0.03529203600005247,46.666666666666664,41.66666666666667,2.8373616793825872e-14,3331.018130890957
9,0,60,10,0.04731992133608044,46.666666666666664,41.66666666666667,1.1472771290222523e-13,2596.7051961996663
10,0,60,15,0.05448420615813486,46.666666666666664,41.66666666666667,4.179738709330179e-14,2292.08683873484
11,0,60,20,0.057757178180889435,46.666666666666664,41.66666666666667,13.371410824637932,2114.3088675359563
12,0,70,1,0.012694939111004201,51.42857142857142,40.0,4.3255988170143666e-13,8870.05843592744
13,0,70,3,0.02319784088689701,51.42857142857142,40.0,8.783203702209574e-14,4838.290701880987
14,0,70,5,0.02901113348575892,51.42857142857142,40.0,1.600511385880693e-13,3884.7557370262734
15,0,70,10,0.03869336997458741,51.42857142857142,40.0,0.0008039838743481691,3028.331763535711
16,0,70,15,0.04553973745247977,51.42857142857142,40.0,9.329399918229156e-14,2673.140013173013
17,0,70,20,0.048047988865559194,51.42857142857142,40.0,8.081521798694216e-14,2465.460671949534
18,0,80,1,0.011734707922131566,51.24999999999999,41.25,4.532863751185021e-13,9793.609439145597
19,0,80,3,0.021514648195715736,51.24999999999999,41.25,2.48239839166797e-13,5341.994900080536
20,0,80,5,0.02679976177254839,51.24999999999999,41.25,6.966854648480388e-14,4289.229615790559
21,0,80,10,0.03437354406539433,51.24999999999999,41.25,1.1195524209684782e-13,3343.677943162185
22,0,80,15,0.03894547576267348,51.24999999999999,41.25,9.298919487534262e-14,2951.4476287080415
23,0,80,20,0.04222753456534421,51.24999999999999,41.25,3.102043701953654e-05,2722.1535022952276
24,0,90,1,0.01115134571504614,52.22222222222223,43.333333333333336,4.799850859997118e-13,10411.830911487412
25,0,90,3,0.020447605299180223,52.22222222222223,43.333333333333336,9.191113390677077e-14,5679.5639631608665
26,0,90,5,0.02546663423251964,52.22222222222223,43.333333333333336,1.7428140464703466e-13,4560.168126261116
27,0,90,10,0.032651385848956146,52.22222222222223,43.333333333333336,1.1518176761785814e-13,3554.946360328041
28,0,90,15,0.03700298262960151,52.22222222222223,43.333333333333336,5.643404435114695e-06,3137.9213559000323
29,0,90,20,0.04011917246589593,52.22222222222223,43.333333333333336,0.00010039855417836505,2894.0225491992933
30,1,50,1,0.017669963311749203,46.0,44.0,0.0,6186.281721448926
31,1,50,3,0.0328450446517962,46.0,44.0,7.728463082784005e-14,3374.3428664153726
32,1,50,5,0.0416627602520329,46.0,44.0,5.075464846080907e-14,2709.380275288086
33,1,50,10,0.05284686698374485,46.0,44.0,4.84353000443795e-14,2112.1380645651248
34,1,50,15,0.06173121816735198,46.0,44.0,1.2062247237547354,1864.3351623667936
35,1,50,20,0.06727625764450668,46.0,44.0,8.478254667150717,1718.2546479577193
36,1,60,1,0.015853538504060093,45.0,43.333333333333336,4.064371694072589e-13,7582.379353010185
37,1,60,3,0.027770057306488533,45.0,43.333333333333336,0.0,4135.868980740449
38,1,60,5,0.03502163577811789,45.0,43.333333333333336,2.7712370926247556e-14,3320.8275882046473
39,1,60,10,0.04721647279999674,45.0,43.333333333333336,1.1151957266897614e-13,2588.763439437808
40,1,60,15,0.054735184812858294,45.0,43.333333333333336,4.180578815783812e-14,2285.0707303871463
41,1,60,20,0.058829533184212496,45.0,43.333333333333336,14.083051301700634,2108.1470436840655
42,1,70,1,0.012645623162004028,51.42857142857142,40.0,4.3259898343661783e-13,8779.8625805148
43,1,70,3,0.023161705683253004,51.42857142857142,40.0,2.16967974536523e-13,4788.891138736951
44,1,70,5,0.0287473036172805,51.42857142857142,40.0,2.918606185019713e-14,3845.148051471576
45,1,70,10,0.03885185233017051,51.42857142857142,40.0,0.00028870961913206317,2997.299539577715
46,1,70,15,0.04508802313584963,51.42857142857142,40.0,0.0009075539091802041,2645.259198131346
47,1,70,20,0.04759709793546007,51.42857142857142,40.0,0.0015297499506008972,2439.6113104236147
48,1,80,1,0.011722198514715808,52.5,42.5,4.521751955714754e-13,9689.981141609527
49,1,80,3,0.021491312274890834,52.5,42.5,2.3768525030339136e-13,5285.383994568415
50,1,80,5,0.02677056056097684,52.5,42.5,1.6666031335271552e-13,4243.815160735531
51,1,80,10,0.03433495937030191,52.5,42.5,1.1037319115009451e-13,3308.328809153724
52,1,80,15,0.038898421006400806,52.5,42.5,9.501345300602576e-14,2920.2314099463842
53,1,80,20,0.042174626328821484,52.5,42.5,8.289301463134021e-14,2693.3569885483894
54,1,90,1,0.011105471615205299,51.11111111111111,41.11111111111111,4.77741477344886e-13,10301.813275766395
55,1,90,3,0.02035652371825908,51.11111111111111,41.11111111111111,2.46346901834776e-13,5619.710641444877
56,1,90,5,0.02536172056989935,51.11111111111111,41.11111111111111,1.634791510214929e-13,4512.066119206828
57,1,90,10,0.032527188549475075,51.11111111111111,41.11111111111111,1.239010889255009e-13,3517.4544653476228
58,1,90,15,0.03683885562474206,51.11111111111111,41.11111111111111,8.539630952909473e-05,3104.8179056442523
59,1,90,20,0.039961183525873814,51.11111111111111,41.11111111111111,1.1425699155487956e-05,2863.603457284484
60,2,50,1,0.015849430693546055,46.0,42.0,1.09090340691831e-12,6124.085724621419
61,2,50,3,0.029293165693063478,46.0,42.0,1.8734287766911143e-13,3340.4059482086654
62,2,50,5,0.0387506820505093,46.0,42.0,1.6067576694057748e-13,2682.096184670765
63,2,50,10,0.04715815230927802,46.0,42.0,4.678226682181254e-14,2090.84918833003
64,2,50,15,0.05552650266175219,46.0,42.0,6.435807834300592e-05,1845.580971007952
65,2,50,20,0.06003853200894804,46.0,42.0,7.0212102481855805,1701.6440340071836
66,2,60,1,0.014563543667830903,46.666666666666664,43.333333333333336,4.207372414755248e-13,7621.534475540019
67,2,60,3,0.026045398753094192,46.666666666666664,43.333333333333336,2.2613276069101656e-13,4157.340304640188
